url,label
https://q-r.to/bfFhao,1
https://q-r.to/bfFiJk,1
https://q-r.to/bfFaAx,1
https://l.ead.me/bfFaAx,1
https://q-r.to/bfFjQG,1
https://l.ead.me/bfFjQG,1
https://qrco.de/bfFaAx,1
https://qrco.de/bfFaLr,1
https://l.ead.me/bfFaLr,1
https://qrco.de/bfFjQG,1
https://qrco.de/bfFhao,1
https://qrco.de/bfFb7Q,1
https://bit.ly/4d6HgaU,1
https://bit.ly/4ddfYA0,1
https://bit.ly/3WvxJF4,1
https://bit.ly/4cavLPb,1
https://bit.ly/3Sly6zr,1
https://bit.ly/3Lyhel8,1
https://bit.ly/3WCjqyI,1
https://bit.ly/3yayJ8k,1
https://q-r.to/bfFb7Q,1
https://qrco.de/bfFlSU,1
https://q-r.to/bfFlSU,1
https://qrco.de/bfFfNh,1
https://qrco.de/bfFaos,1
https://q-r.to/bfFfNh,1
https://qrco.de/bfFfap,1
https://q-r.to/bfFfap,1
https://q-r.to/bfFgEf,1
https://l.ead.me/bfFlSU,1
https://l.ead.me/bfFfNh,1
https://l.ead.me/bfFfap,1
https://l.ead.me/bfFaos,1
https://l.ead.me/bfFaO4,1
https://q-r.to/bfFaO4,1
https://docs.google.com/presentation/d/e/2PACX-1vQj3cxrXaHWviyOnrAMNMr1OpcD4uRKM4SWXLNAFSP9jd9mx06JN6HctcjBtoeY9ARiJWi7Q0O3tpxP/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
https://inne22tull90mse.s3.eu-north-1.amazonaws.com/index.html#x@x.com,1
https://docs.google.com/presentation/d/e/2PACX-1vQgb_j7mUR2Sjg86J3O0SzGRub-NhiiVrENAf0n1GvfY-hasNREYFi-90LCsTeZpWQBeFETzEP49IDx/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://docs.google.com/presentation/d/e/2PACX-1vR-dMoJt6rTblwcc3Hz0prrAQ307a56YdQu7mcZDn2RUeAdBgDwVpBub22EtiKIl0w4jww57kSIni7s/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
https://docs.google.com/presentation/d/e/2PACX-1vTEgk9tGDyjWmKCrOdp1EvDxHtgV7JlF8DSAO8y31TOVWqio1oqlXHYc9Wdr-NUH6Hhump0qioV_NzI/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://www.dropbox.com/scl/fi/ppbc9m3d1ss34ajw9y4ck/Welcome-to-BT.paper?dl=0&rlkey=w08f6m1qtsbr0u0x9gamzsf1y,1
https://www.dropbox.com/scl/fi/r5wjvbfhnv1a3xkfbjk3a/Untitled.paper?dl=0&rlkey=lql3chm0jym7h0cw84qsca1n3,1
https://ebrohome.webcindario.com/,1
https://docs.google.com/presentation/d/e/2PACX-1vRsVnj4r9YOZ5WeYCPiDM7E7BCpbcc8DPnYNYnw-Q7Wz8uUW_X1zTmsoVYKj1aMA629N7Of5RFu6Wyl/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://iddsedded.w3spaces.com/ikidyyes.html,1
https://www.dropbox.com/scl/fi/9m79ki1nxtpgywkqsq9es/BTINTERNET-TERMS.paper?rlkey=bomttk2nbzrmnj02uyr05aes1&dl=0,1
https://www.dropbox.com/scl/fi/iomhnf6jctrmibzqqywqn/BT-VOICE-MAIL.paper?rlkey=h7btpsspwogzy649oj9jip562&dl=0,1
https://qrco.de/bfFS4l,1
https://www.dropbox.com/scl/fi/aidz9axhqhx53cxignbyo/BT-INTERNET-SUPPORT.papert?rlkey=1vg4gnbjsk6gtvhtplgv4w2vm&dl=0,1
https://www.dropbox.com/scl/fi/na90hk02cih52dzrzp1hq/BT-VOICE-MESSAGE.paper?rlkey=b3hfr54tlk46qxf68ob5hmd76&dl=0,1
